source_hgnc_id	source_hgnc_symbol	relation	target_hgnc_id	target_hgnc_symbol	stmt_hash	evidence_count	source_counts
7996	NRF1	DecreaseAmount	17155	RABGAP1	13573096023450810	1	"{""biopax"": 1}"
7996	NRF1	DecreaseAmount	17060	KIFAP3	12108444704419448	1	"{""biopax"": 1}"
7996	NRF1	DecreaseAmount	16835	TAOK2	497670802768219	1	"{""biopax"": 1}"
7996	NRF1	DecreaseAmount	15717	GEMIN4	26760543945732106	1	"{""biopax"": 1}"
7996	NRF1	DecreaseAmount	14013	SMC4	-22103003627829108	2	"{""biopax"": 2}"
7996	NRF1	DecreaseAmount	13584	FBXO5	-10597249748511179	1	"{""biopax"": 1}"
7996	NRF1	DecreaseAmount	12851	YWHAE	24674934873603560	1	"{""biopax"": 1}"
7996	NRF1	DecreaseAmount	11393	AURKA	-15638134935661313	1	"{""biopax"": 1}"
7748	NEK5	IncreaseAmount	25515	CEP192	-21340477896753339	1	"{""reach"": 1}"
7545	MYB	IncreaseAmount	9841	RALBP1	7201607301665355	1	"{""medscan"": 1}"
7545	MYB	DecreaseAmount	8574	PAFAH1B1	-18602490413542602	2	"{""biopax"": 2}"
7545	MYB	DecreaseAmount	7882	NOTCH2	31236159206247954	1	"{""biopax"": 1}"
7545	MYB	DecreaseAmount	76	ABL1	-18743595611029337	1	"{""reach"": 1}"
7545	MYB	DecreaseAmount	659	ARF6	13316616872701153	1	"{""biopax"": 1}"
7545	MYB	IncreaseAmount	593	BIRC5	-22966595075869140	1	"{""medscan"": 1}"
7545	MYB	DecreaseAmount	3377	EPB41	-12313520720910516	3	"{""biopax"": 3}"
7545	MYB	DecreaseAmount	30672	SYNPO	-3309249181627951	1	"{""biopax"": 1}"
7545	MYB	DecreaseAmount	25403	SASS6	-6516192063994963	1	"{""biopax"": 1}"
7545	MYB	DecreaseAmount	1728	CDC27	24845617843630876	1	"{""biopax"": 1}"
7545	MYB	DecreaseAmount	15715	MAP1S	-18345906001080289	1	"{""biopax"": 1}"
7545	MYB	DecreaseAmount	12851	YWHAE	13062248573394203	3	"{""biopax"": 3}"
7545	MYB	IncreaseAmount	1249	TPX2	-15572526517689108	1	"{""reach"": 1}"
7545	MYB	DecreaseAmount	11393	AURKA	22746745824819233	1	"{""biopax"": 1}"
7545	MYB	IncreaseAmount	11393	AURKA	-20045937899042467	1	"{""reach"": 1}"
7545	MYB	DecreaseAmount	10251	ROCK1	-29652875546563047	1	"{""biopax"": 1}"
7160	MMP14	IncreaseAmount	971	BCAR1	-5383818855280691	1	"{""reach"": 1}"
7160	MMP14	DecreaseAmount	1101	BRCA2	-1465058611250757	1	"{""medscan"": 1}"
7000	MEIS1	DecreaseAmount	9969	RFC1	-11401304578129433	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	9841	RALBP1	5114014486289209	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	8574	PAFAH1B1	16211830899365841	2	"{""biopax"": 2}"
7000	MEIS1	DecreaseAmount	630	SHROOM2	-10520729361165353	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	593	BIRC5	-25211492281539547	3	"{""reach"": 3}"
7000	MEIS1	IncreaseAmount	593	BIRC5	32860366066888286	1	"{""reach"": 1}"
7000	MEIS1	DecreaseAmount	3377	EPB41	26847741389881802	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	30794	CEP57	26605237023428756	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	30580	SSH2	-15593500704741691	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	25403	SASS6	2869418994419354	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	19192	DOCK4	-808800716501147	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	1737	CDC42BPA	-31361460537008887	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	17060	KIFAP3	6928954898714462	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	16835	TAOK2	32284792679289602	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	16636	KIF1B	12011770282435964	2	"{""biopax"": 2}"
7000	MEIS1	DecreaseAmount	15772	ARFGEF1	-35912963874633701	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	11805	TIAM1	-28662603636136853	2	"{""biopax"": 2}"
7000	MEIS1	DecreaseAmount	14906	NIN	11452549050891966	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	14210	SUN2	-10166098068506168	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	14193	ARHGEF12	-7257405351765530	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	14064	HDAC6	-34134496397652435	1	"{""biopax"": 1}"
7000	MEIS1	DecreaseAmount	13584	FBXO5	4554725700603915	1	"{""biopax"": 1}"
6914	MAZ	DecreaseAmount	2468	SMC3	404740396989670	1	"{""biopax"": 1}"
6595	LHX3	DecreaseAmount	7882	NOTCH2	32546877746818729	2	"{""biopax"": 2}"
6595	LHX3	DecreaseAmount	6759	MARCKS	-25191396568835861	2	"{""biopax"": 2}"
6595	LHX3	IncreaseAmount	371	AKAP13	34843521224457551	1	"{""reach"": 1}"
6081	INS	IncreaseAmount	11989	TOP2A	-31206614304934507	1	"{""reach"": 1}"
6081	INS	IncreaseAmount	10251	ROCK1	-18472989560034181	1	"{""reach"": 1}"
6081	INS	IncreaseAmount	9077	PLK1	16326364643653240	7	"{""reach"": 7}"
6081	INS	DecreaseAmount	28611	RICTOR	9045684175826511	1	"{""reach"": 1}"
6081	INS	IncreaseAmount	7765	NF1	33106042803767424	1	"{""reach"": 1}"
6081	INS	IncreaseAmount	674	ARHGAP4	-30866183087895045	1	"{""reach"": 1}"
6081	INS	DecreaseAmount	6324	KIF5B	-15934356203514206	1	"{""reach"": 1}"
6081	INS	IncreaseAmount	1722	CDK1	29279397702552730	1	"{""reach"": 1}"
6081	INS	DecreaseAmount	593	BIRC5	-21839503238089069	1	"{""medscan"": 1}"
6081	INS	IncreaseAmount	593	BIRC5	25373042888683463	5	"{""medscan"": 1, ""reach"": 4}"
348	AHR	DecreaseAmount	9502	CYTH2	-9777595550507048	1	"{""biopax"": 1}"
21338	PRRX2	DecreaseAmount	30580	SSH2	-15695362067430865	1	"{""biopax"": 1}"
12723	VSX1	DecreaseAmount	9872	RASA2	-35249417284736316	1	"{""biopax"": 1}"
12723	VSX1	DecreaseAmount	7882	NOTCH2	-21258629662465542	1	"{""biopax"": 1}"
12723	VSX1	DecreaseAmount	682	ARHGEF2	-984517968887204	1	"{""biopax"": 1}"
12723	VSX1	DecreaseAmount	6759	MARCKS	-2774243134758014	1	"{""biopax"": 1}"
12723	VSX1	DecreaseAmount	30580	SSH2	-8069954519912106	2	"{""biopax"": 2}"
12723	VSX1	DecreaseAmount	24098	SORBS2	-31971760281325347	1	"{""biopax"": 1}"
12723	VSX1	DecreaseAmount	15607	ARHGEF7	-989436850331961	1	"{""biopax"": 1}"
12502	SUMO1	DecreaseAmount	8059	NUMA1	21114225932709817	1	"{""medscan"": 1}"
12502	SUMO1	IncreaseAmount	14906	NIN	-9577633272302951	1	"{""reach"": 1}"
10848	SHH	DecreaseAmount	593	BIRC5	23227817303480403	1	"{""reach"": 1}"
10848	SHH	IncreaseAmount	593	BIRC5	-8956667065202090	1	"{""reach"": 1}"
3471	ESRRA	DecreaseAmount	9502	CYTH2	35186827739380077	2	"{""biopax"": 2}"
1806	CDX2	DecreaseAmount	593	BIRC5	-23325991318395677	4	"{""reach"": 4}"
1806	CDX2	DecreaseAmount	593	BIRC5	-24235308533351709	2	"{""medscan"": 1, ""reach"": 1}"
1806	CDX2	DecreaseAmount	583	APC	-35436743759687499	1	"{""reach"": 1}"
1806	CDX2	IncreaseAmount	583	APC	-3678267088682567	5	"{""medscan"": 1, ""reach"": 3, ""trrust"": 1}"
1806	CDX2	IncreaseAmount	1722	CDK1	-29311910523273769	1	"{""reach"": 1}"
11714	TEAD1	DecreaseAmount	9874	RASAL2	2456143106315643	1	"{""biopax"": 1}"
11714	TEAD1	DecreaseAmount	7882	NOTCH2	23607251655571973	1	"{""biopax"": 1}"
11714	TEAD1	DecreaseAmount	6217	KATNB1	3701917137305675	1	"{""biopax"": 1}"
11714	TEAD1	DecreaseAmount	30207	ARHGAP29	-34701019555942982	1	"{""biopax"": 1}"
11714	TEAD1	DecreaseAmount	29515	PLEKHG2	242544458344756	1	"{""biopax"": 1}"
11714	TEAD1	DecreaseAmount	24098	SORBS2	24749359259066947	1	"{""biopax"": 1}"
11714	TEAD1	IncreaseAmount	12691	EZR	26550755747170728	1	"{""reach"": 1}"
11714	TEAD1	DecreaseAmount	12665	VCL	2035650952046134	1	"{""biopax"": 1}"
9393	PRKCA	DecreaseAmount	3754	FLNA	-6692240889175593	1	"{""medscan"": 1}"
9393	PRKCA	DecreaseAmount	17147	CDC42EP4	32297694337740166	1	"{""medscan"": 1}"
9393	PRKCA	DecreaseAmount	7765	NF1	-6026663701606149	1	"{""reach"": 1}"
9393	PRKCA	IncreaseAmount	7733	NEDD9	-9065702758063369	1	"{""bel"": 1}"
9393	PRKCA	DecreaseAmount	678	ARHGDIA	-33632946076853136	3	"{""medscan"": 3}"
9393	PRKCA	DecreaseAmount	6759	MARCKS	23694722659756500	1	"{""medscan"": 1}"
9393	PRKCA	IncreaseAmount	593	BIRC5	-9608255264505890	1	"{""medscan"": 1}"
6642	LMO2	DecreaseAmount	7599	MYO1E	24596624932218258	1	"{""biopax"": 1}"
6116	IRF1	DecreaseAmount	28264	PCGF5	33631949870198352	2	"{""biopax"": 2}"
6117	IRF2	DecreaseAmount	28264	PCGF5	-21745202521210973	1	"{""biopax"": 1}"
5224	HSF1	DecreaseAmount	9077	PLK1	31839818557097898	2	"{""reach"": 2}"
5224	HSF1	DecreaseAmount	593	BIRC5	-9083331707801256	1	"{""reach"": 1}"
5224	HSF1	IncreaseAmount	593	BIRC5	35164815608097971	1	"{""reach"": 1}"
5224	HSF1	DecreaseAmount	4620	GSN	-7916168657385112	2	"{""biopax"": 2}"
5224	HSF1	DecreaseAmount	371	AKAP13	13272341077503182	1	"{""biopax"": 1}"
5224	HSF1	IncreaseAmount	20790	ATG4B	26480735001866527	1	"{""reach"": 1}"
5224	HSF1	IncreaseAmount	20790	ATG4B	-19789136264897203	4	"{""medscan"": 1, ""reach"": 3}"
5224	HSF1	DecreaseAmount	17255	KNTC1	-32362440113978336	2	"{""biopax"": 2}"
5224	HSF1	IncreaseAmount	12665	VCL	31878140849126314	1	"{""reach"": 1}"
5224	HSF1	DecreaseAmount	11841	TLK1	5714854439327526	2	"{""biopax"": 2}"
4854	HDAC3	DecreaseAmount	593	BIRC5	7191297275590916	1	"{""reach"": 1}"
4854	HDAC3	IncreaseAmount	593	BIRC5	-13202964392143205	3	"{""reach"": 3}"
4854	HDAC3	DecreaseAmount	14064	HDAC6	-26141842789033584	1	"{""reach"": 1}"
4854	HDAC3	DecreaseAmount	14064	HDAC6	-30428121913685945	2	"{""medscan"": 1, ""reach"": 1}"
3676	FGF2	DecreaseAmount	994	BCL2L11	11497138588609937	1	"{""reach"": 1}"
2888	DISC1	IncreaseAmount	14906	NIN	25564280673151447	1	"{""reach"": 1}"
28038	MARCHF2	IncreaseAmount	1722	CDK1	11016547878129884	1	"{""reach"": 1}"
15983	WNT3A	IncreaseAmount	9341	PRC1	494063910006361	2	"{""reach"": 2}"
15983	WNT3A	DecreaseAmount	7882	NOTCH2	1696792889765069	1	"{""reach"": 1}"
15983	WNT3A	IncreaseAmount	7733	NEDD9	-33569501919124170	3	"{""medscan"": 1, ""reach"": 2}"
15983	WNT3A	DecreaseAmount	583	APC	-12107621474279443	1	"{""reach"": 1}"
15983	WNT3A	IncreaseAmount	11805	TIAM1	30506073075529739	1	"{""medscan"": 1}"
14929	SIRT1	DecreaseAmount	994	BCL2L11	17435969385607392	2	"{""reach"": 2}"
14929	SIRT1	IncreaseAmount	994	BCL2L11	29104819938747285	3	"{""medscan"": 1, ""reach"": 2}"
14929	SIRT1	DecreaseAmount	994	BCL2L11	31638339669532638	7	"{""medscan"": 1, ""reach"": 3, ""biopax"": 3}"
11128	SNAI1	DecreaseAmount	3338	CTTN	-32070008524046689	1	"{""medscan"": 1}"
11128	SNAI1	IncreaseAmount	11393	AURKA	-5067301685825943	1	"{""reach"": 1}"
11128	SNAI1	IncreaseAmount	11148	FSCN1	-6842085699592007	2	"{""reach"": 2}"
11128	SNAI1	IncreaseAmount	11148	FSCN1	-18837628966088088	3	"{""reach"": 3}"
11128	SNAI1	IncreaseAmount	593	BIRC5	-11647936309513546	1	"{""medscan"": 1}"
1033	BDNF	IncreaseAmount	994	BCL2L11	7735625351899465	1	"{""reach"": 1}"
1033	BDNF	DecreaseAmount	994	BCL2L11	-208913843711567	3	"{""reach"": 3}"
8607	PRKN	IncreaseAmount	9077	PLK1	12880767778461252	1	"{""reach"": 1}"
8607	PRKN	DecreaseAmount	6324	KIF5B	10300928442404272	1	"{""medscan"": 1}"
8607	PRKN	DecreaseAmount	593	BIRC5	34686712094344171	2	"{""reach"": 2}"
8607	PRKN	IncreaseAmount	1722	CDK1	-7446860122752099	1	"{""reach"": 1}"
8607	PRKN	IncreaseAmount	1722	CDK1	35262103918933751	1	"{""reach"": 1}"
8607	PRKN	DecreaseAmount	15714	LRPPRC	16232557876406084	1	"{""reach"": 1}"
8607	PRKN	DecreaseAmount	14064	HDAC6	-966616924373465	1	"{""medscan"": 1}"
30123	ATAD2	IncreaseAmount	13339	KIF4A	19935502082596622	1	"{""reach"": 1}"
28868	IGF2BP3	IncreaseAmount	659	ARF6	8980794555443138	1	"{""reach"": 1}"
1343	TRAF3IP2	DecreaseAmount	1856	CENPE	-7640771862946276	1	"{""reach"": 1}"
5024	HNF4A	DecreaseAmount	14592	NET1	28233470724833886	3	"{""biopax"": 3}"
6887	MAPKAPK2	DecreaseAmount	9077	PLK1	-12728922495327581	2	"{""medscan"": 2}"
6887	MAPKAPK2	IncreaseAmount	17063	RAB3GAP1	6232439237396653	1	"{""reach"": 1}"
17397	BANF1	DecreaseAmount	8727	PCM1	1752648271554486	1	"{""reach"": 1}"
12632	USP9X	DecreaseAmount	13538	MARK4	-32200745245874437	1	"{""medscan"": 1}"
12632	USP9X	DecreaseAmount	8727	PCM1	-17324593944274053	1	"{""reach"": 1}"
882	ATR	DecreaseAmount	1722	CDK1	-23899472839442989	1	"{""reach"": 1}"
882	ATR	DecreaseAmount	1101	BRCA2	19889211198132891	1	"{""medscan"": 1}"
795	ATM	IncreaseAmount	3155	ECT2	30162405754494648	1	"{""reach"": 1}"
7508	MUC1	IncreaseAmount	593	BIRC5	-32799537688544711	1	"{""reach"": 1}"
7508	MUC1	IncreaseAmount	1736	CDC42	4778009630762902	1	"{""reach"": 1}"
7000	MEIS1	DecreaseAmount	16068	PCNT	8238419366662901	1	"{""biopax"": 1}"
6122	IRF7	DecreaseAmount	28264	PCGF5	-25224770789139832	1	"{""biopax"": 1}"
2345	CREB1	IncreaseAmount	12641	UXT	-30024924491412035	1	"{""signor"": 1}"
2345	CREB1	IncreaseAmount	12641	UXT	1662031766844346	1	"{""trrust"": 1}"
8618	PAX4	DecreaseAmount	28264	PCGF5	-25739775018167630	1	"{""biopax"": 1}"
4170	GATA1	DecreaseAmount	3155	ECT2	10499717857436107	2	"{""biopax"": 2}"
3316	ELF1	DecreaseAmount	7664	NCK1	22642812174686864	1	"{""biopax"": 1}"
3316	ELF1	DecreaseAmount	6850	MAP3K11	-9584249037502086	1	"{""biopax"": 1}"
3316	ELF1	DecreaseAmount	6759	MARCKS	-11043533007220654	1	"{""biopax"": 1}"
3316	ELF1	IncreaseAmount	1101	BRCA2	10156763021937560	1	"{""reach"": 1}"
3316	ELF1	DecreaseAmount	1101	BRCA2	-29541629979983696	1	"{""medscan"": 1}"
12872	ZIC1	DecreaseAmount	593	BIRC5	-24948071443979348	1	"{""reach"": 1}"
12872	ZIC1	DecreaseAmount	593	BIRC5	31816606665968484	6	"{""reach"": 6}"
12872	ZIC1	DecreaseAmount	20715	MID1IP1	33455569427981921	1	"{""biopax"": 1}"
12872	ZIC1	DecreaseAmount	16835	TAOK2	9540337930725253	1	"{""biopax"": 1}"
12872	ZIC1	DecreaseAmount	15717	GEMIN4	542122062124846	1	"{""biopax"": 1}"
11745	TFAP4	DecreaseAmount	81	ABR	6899317518784773	2	"{""biopax"": 2}"
11745	TFAP4	DecreaseAmount	682	ARHGEF2	-10607980537805566	3	"{""biopax"": 3}"
11745	TFAP4	DecreaseAmount	19192	DOCK4	-32215946632898586	2	"{""biopax"": 2}"
11745	TFAP4	DecreaseAmount	17160	ARFIP2	-8543283690392558	1	"{""biopax"": 1}"
11745	TFAP4	DecreaseAmount	12407	TUBA4A	18826419069178787	1	"{""biopax"": 1}"
11745	TFAP4	DecreaseAmount	11275	SPTBN1	-9180014055213021	1	"{""biopax"": 1}"
11745	TFAP4	DecreaseAmount	10461	CLIP1	26655133954320306	1	"{""biopax"": 1}"
C507134		IncreaseAmount	994	BCL2L11	-28794256974375585	1	"{""ctd"": 1}"
9236	PPARG	DecreaseAmount	593	BIRC5	-14602705986504	2	"{""reach"": 2}"
9236	PPARG	IncreaseAmount	593	BIRC5	-7613627939314646	1	"{""reach"": 1}"
9236	PPARG	IncreaseAmount	4620	GSN	-14074575478040632	1	"{""reach"": 1}"
6204	JUN	IncreaseAmount	994	BCL2L11	-23839716133371174	1	"{""biopax"": 1}"
6204	JUN	DecreaseAmount	994	BCL2L11	-22798058834981584	1	"{""reach"": 1}"
6204	JUN	IncreaseAmount	994	BCL2L11	18732858099002660	2	"{""reach"": 2}"
6204	JUN	IncreaseAmount	994	BCL2L11	8053130209985051	10	"{""reach"": 9, ""biopax"": 1}"
3489	ETS2	DecreaseAmount	7599	MYO1E	-35013886176014947	1	"{""biopax"": 1}"
3318	ELF3	IncreaseAmount	7882	NOTCH2	-12115063140935238	1	"{""reach"": 1}"
29489	KMT5A	IncreaseAmount	1722	CDK1	-13697677350070119	5	"{""reach"": 5}"
12632	USP9X	IncreaseAmount	29511	CEP131	-22989933090425985	1	"{""reach"": 1}"
12632	USP9X	DecreaseAmount	29511	CEP131	-27985674078448689	1	"{""reach"": 1}"
C072553		DecreaseAmount	994	BCL2L11	6859894336715810	1	"{""ctd"": 1}"
7548	MYBL2	IncreaseAmount	9077	PLK1	-748983462343308	1	"{""reach"": 1}"
7548	MYBL2	DecreaseAmount	593	BIRC5	35545438373675997	1	"{""medscan"": 1}"
7548	MYBL2	IncreaseAmount	593	BIRC5	25586732854875013	1	"{""medscan"": 1}"
7548	MYBL2	IncreaseAmount	1722	CDK1	-2678213556894253	2	"{""reach"": 2}"
7548	MYBL2	DecreaseAmount	1722	CDK1	-2886022424444138	3	"{""reach"": 3}"
7548	MYBL2	IncreaseAmount	1722	CDK1	-31221618485800384	6	"{""reach"": 3, ""biopax"": 3}"
7548	MYBL2	IncreaseAmount	1580	CCNB2	-19853013323189211	1	"{""medscan"": 1}"
3818	FOXM1	IncreaseAmount	9077	PLK1	5860148151033765	9	"{""reach"": 6, ""biopax"": 3}"
3818	FOXM1	DecreaseAmount	9077	PLK1	-33838836655591562	8	"{""medscan"": 4, ""biopax"": 3, ""reach"": 1}"
3818	FOXM1	DecreaseAmount	8148	OPHN1	-2531894265219930	1	"{""biopax"": 1}"
3818	FOXM1	IncreaseAmount	7745	NEK2	-4082273985910206	2	"{""reach"": 1, ""biopax"": 1}"
3818	FOXM1	DecreaseAmount	7745	NEK2	28710274112976359	1	"{""reach"": 1}"
3818	FOXM1	IncreaseAmount	7745	NEK2	-26708974907399306	1	"{""reach"": 1}"
3818	FOXM1	DecreaseAmount	6393	KIF2C	-8653324698150333	2	"{""medscan"": 2}"
3818	FOXM1	IncreaseAmount	6392	KIF23	-13507534438847362	1	"{""reach"": 1}"
3818	FOXM1	DecreaseAmount	593	BIRC5	-7723162778275617	1	"{""reach"": 1}"
3818	FOXM1	IncreaseAmount	593	BIRC5	27923714699708287	2	"{""reach"": 2}"
3818	FOXM1	DecreaseAmount	593	BIRC5	-211414622336068	6	"{""medscan"": 2, ""reach"": 2, ""biopax"": 2}"
3818	FOXM1	IncreaseAmount	593	BIRC5	15408547004450124	13	"{""medscan"": 4, ""reach"": 7, ""biopax"": 2}"
3818	FOXM1	IncreaseAmount	583	APC	-30688861330973967	1	"{""reach"": 1}"
3818	FOXM1	DecreaseAmount	30580	SSH2	-17591819174014164	1	"{""biopax"": 1}"
3818	FOXM1	IncreaseAmount	1857	CENPF	-7150279944227937	3	"{""reach"": 2, ""biopax"": 1}"
3818	FOXM1	DecreaseAmount	1857	CENPF	-25441341890107995	1	"{""medscan"": 1}"
3818	FOXM1	IncreaseAmount	1856	CENPE	-2930585868747193	1	"{""reach"": 1}"
3818	FOXM1	IncreaseAmount	1722	CDK1	-2003758445215056	4	"{""reach"": 3, ""biopax"": 1}"
3818	FOXM1	DecreaseAmount	1722	CDK1	-26111243177463336	1	"{""medscan"": 1}"
3818	FOXM1	IncreaseAmount	1580	CCNB2	-18647244779844660	1	"{""biopax"": 1}"
3818	FOXM1	DecreaseAmount	14580	ARHGEF11	30515393306175744	1	"{""biopax"": 1}"
3818	FOXM1	IncreaseAmount	11393	AURKA	5040364930718566	1	"{""reach"": 1}"
3818	FOXM1	DecreaseAmount	11393	AURKA	-9061088068877396	1	"{""medscan"": 1}"
3818	FOXM1	IncreaseAmount	11393	AURKA	14802943590315477	11	"{""medscan"": 3, ""reach"": 8}"
3818	FOXM1	IncreaseAmount	1101	BRCA2	-12157220821334772	1	"{""biopax"": 1}"
3818	FOXM1	IncreaseAmount	1101	BRCA2	-2666878621278659	1	"{""reach"": 1}"
3818	FOXM1	DecreaseAmount	1101	BRCA2	-31856787160875684	2	"{""medscan"": 2}"
3818	FOXM1	IncreaseAmount	1101	BRCA2	20203141683792339	3	"{""medscan"": 1, ""reach"": 2}"
3818	FOXM1	DecreaseAmount	10251	ROCK1	13578235178373674	1	"{""reach"": 1}"
30830	LIN9	IncreaseAmount	593	BIRC5	-23290700769046488	1	"{""medscan"": 1}"
30830	LIN9	IncreaseAmount	1580	CCNB2	4042511284412389	1	"{""medscan"": 1}"
2440	CSH1	DecreaseAmount	593	BIRC5	-31073468512843863	1	"{""reach"": 1}"
2440	CSH1	DecreaseAmount	1722	CDK1	2586499092659657	2	"{""reach"": 2}"
20856	THAP1	DecreaseAmount	6637	LMNB1	14678965148385994	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	6393	KIF2C	34445111521360658	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	6391	KIF22	-10884401660676431	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	593	BIRC5	9274459665528735	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	1857	CENPF	34749866721031748	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	1856	CENPE	-4655883159813984	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	16909	NDC80	-29767107602195091	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	16864	DLGAP5	-11660164268596604	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	1580	CCNB2	14028433917985799	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	14082	ANLN	-15192024608611695	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	13584	FBXO5	-5980036524822526	1	"{""bel"": 1}"
20856	THAP1	DecreaseAmount	1148	BUB1	24656228112810565	1	"{""bel"": 1}"
15983	WNT3A	IncreaseAmount	2900	DLG1	-26567425285572570	1	"{""reach"": 1}"
11641	TCF7L2	IncreaseAmount	6058	INCENP	999632111483876	1	"{""biopax"": 1}"
11641	TCF7L2	IncreaseAmount	593	BIRC5	22951316922029640	2	"{""medscan"": 1, ""trrust"": 1}"
11641	TCF7L2	IncreaseAmount	583	APC	10962774909117948	1	"{""reach"": 1}"
11634	TCF4	IncreaseAmount	2468	SMC3	-12759563226176999	1	"{""reach"": 1}"
10471	RUNX1	IncreaseAmount	994	BCL2L11	-12599018678723756	1	"{""reach"": 1}"
10471	RUNX1	DecreaseAmount	994	BCL2L11	29681638534451630	2	"{""medscan"": 1, ""reach"": 1}"
9215	POU3F2	DecreaseAmount	76	ABL1	-26959394649341040	1	"{""biopax"": 1}"
9215	POU3F2	DecreaseAmount	659	ARF6	-27082778225949466	1	"{""biopax"": 1}"
9215	POU3F2	DecreaseAmount	6183	ITSN1	-5197753082630254	1	"{""biopax"": 1}"
9215	POU3F2	DecreaseAmount	14193	ARHGEF12	22294546992919418	1	"{""biopax"": 1}"
9215	POU3F2	DecreaseAmount	14082	ANLN	14346186560412648	1	"{""biopax"": 1}"
9212	POU2F1	DecreaseAmount	7882	NOTCH2	23610028751381916	1	"{""biopax"": 1}"
9212	POU2F1	IncreaseAmount	7765	NF1	15502213022893080	1	"{""reach"": 1}"
9212	POU2F1	DecreaseAmount	7733	NEDD9	26270242247521565	1	"{""biopax"": 1}"
9212	POU2F1	IncreaseAmount	7568	MYH10	-5695232978110486	1	"{""signor"": 1}"
9212	POU2F1	DecreaseAmount	674	ARHGAP4	-30753415719457138	3	"{""biopax"": 3}"
9212	POU2F1	DecreaseAmount	659	ARF6	-32396449042717887	2	"{""biopax"": 2}"
9212	POU2F1	DecreaseAmount	6320	KIF3B	4813173860286629	1	"{""biopax"": 1}"
9212	POU2F1	DecreaseAmount	6183	ITSN1	-1832943774601598	4	"{""biopax"": 4}"
9212	POU2F1	DecreaseAmount	29515	PLEKHG2	-13085741207656140	3	"{""biopax"": 3}"
9212	POU2F1	DecreaseAmount	19125	FGD4	23645496652876580	1	"{""biopax"": 1}"
9212	POU2F1	DecreaseAmount	15607	ARHGEF7	-18777823911467961	1	"{""biopax"": 1}"
9212	POU2F1	DecreaseAmount	14906	NIN	-22025235047075177	4	"{""biopax"": 4}"
9212	POU2F1	DecreaseAmount	11841	TLK1	-24850281041432485	1	"{""biopax"": 1}"
7996	NRF1	DecreaseAmount	16068	PCNT	5328686419235072	2	"{""biopax"": 2}"
7781	NFE2L1	DecreaseAmount	8574	PAFAH1B1	32054007988937614	1	"{""biopax"": 1}"
7781	NFE2L1	DecreaseAmount	7733	NEDD9	9023541579566709	1	"{""biopax"": 1}"
7781	NFE2L1	DecreaseAmount	7323	SEPTIN9	9001236069529480	1	"{""biopax"": 1}"
7781	NFE2L1	DecreaseAmount	2586	CLIP2	7930346509772732	1	"{""biopax"": 1}"
7781	NFE2L1	DecreaseAmount	19192	DOCK4	30832413887931380	1	"{""biopax"": 1}"
7781	NFE2L1	DecreaseAmount	16636	KIF1B	2822858110610880	1	"{""biopax"": 1}"
7781	NFE2L1	DecreaseAmount	14258	CD2AP	-22654154356068962	1	"{""biopax"": 1}"
7781	NFE2L1	DecreaseAmount	12407	TUBA4A	-22560103665912843	1	"{""biopax"": 1}"
7781	NFE2L1	DecreaseAmount	11841	TLK1	3818180105202052	1	"{""biopax"": 1}"
11748	TFCP2	DecreaseAmount	675	ARHGAP5	-2073700000704125	1	"{""biopax"": 1}"
11748	TFCP2	DecreaseAmount	659	ARF6	10709501520580569	1	"{""biopax"": 1}"
11748	TFCP2	DecreaseAmount	19125	FGD4	-17325569138846939	1	"{""biopax"": 1}"
11748	TFCP2	DecreaseAmount	15772	ARFGEF1	3009396905698952	1	"{""biopax"": 1}"
11204	SOX9	DecreaseAmount	994	BCL2L11	15337088379322149	2	"{""biopax"": 2}"
7611	MYOD1	DecreaseAmount	7599	MYO1E	-15581273249974959	1	"{""biopax"": 1}"
7781	NFE2L1	DecreaseAmount	17060	KIFAP3	-31173003398496941	1	"{""biopax"": 1}"
